"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 25 11:10:27 CST 2022","Fri Nov 25 11:10:28 CST 2022","127","","test_api_all","","","","会议名称不符合要求的字符，新增失败","请求方法是 POST，请求url是 /api/meetings,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:16 CST 2022","Fri Nov 25 11:10:16 CST 2022","1","","test_api_all","","","","2",""
"passed","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","143","","test_api_all","","","","GetRoomModeSettings2，历史自定义-录制文件界面 316251 ","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:11:03 CST 2022","Fri Nov 25 11:11:04 CST 2022","226","","test_api_all","","","","部门层级未用/区分上下级","请求方法是 POST，请求url是 /api/customer/import,请求头是 {""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:17 CST 2022","Fri Nov 25 11:10:17 CST 2022","156","","test_api_all","","","","新增client名称长度大于32位，修改失败","请求方法是 POST，请求url是 /api/developer/client,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:54 CST 2022","Fri Nov 25 11:10:54 CST 2022","154","","test_api_all","","","","名称查询用户","请求方法是 GET，请求url是 /api/customer/users?&searchType=1&searchValue=test区号为空,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:49 CST 2022","Fri Nov 25 11:10:49 CST 2022","199","","test_api_all","","","","区号为空，添加成功","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:21 CST 2022","Fri Nov 25 11:10:21 CST 2022","1","","test_api_all","","","","登录，获取验证图片","请求方法是 GET，请求url是 /open/image/verification?data=%2B8613654222210&type=login,请求头是 {""content-type"":""application/x-www-form-urlencoded""}"
"skipped","Fri Nov 25 11:12:31 CST 2022","Fri Nov 25 11:12:31 CST 2022","0","","test_api_all","","","","DevUpdate服务","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:33 CST 2022","Fri Nov 25 11:12:33 CST 2022","0","","test_api_all","","","","room服务_会控,匿名用户会议管理员不能获取会控地址","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:11:03 CST 2022","Fri Nov 25 11:11:03 CST 2022","145","","test_api_all","","","","部门不为本企业部门，导入失败","请求方法是 POST，请求url是 /api/customer/import,请求头是 {""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:29 CST 2022","Fri Nov 25 11:10:29 CST 2022","224","","test_api_all","","","","不启用管理员密码，新增成功","请求方法是 POST，请求url是 /api/meetings,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:17 CST 2022","Fri Nov 25 11:10:17 CST 2022","127","","test_api_all","","","","修改client名称长度大于32位，修改失败","请求方法是 PUT，请求url是 /api/developer/clients/${clientid},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:08 CST 2022","Fri Nov 25 11:10:09 CST 2022","236","","test_api_all","","","","验证坐标点，发送短信验证码","请求方法是 POST，请求url是 /open/image/verification,请求头是 {""content-type"":""application/json""}"
"skipped","Fri Nov 25 11:10:48 CST 2022","Fri Nov 25 11:10:48 CST 2022","0","","test_api_all","","","","测试1",""
"passed","Fri Nov 25 11:10:25 CST 2022","Fri Nov 25 11:10:25 CST 2022","239","","test_api_all","","","","验证坐标点","请求方法是 POST，请求url是 /open/image/verification,请求头是 {""content-type"":""application/json""}"
"passed","Fri Nov 25 11:12:31 CST 2022","Fri Nov 25 11:12:31 CST 2022","139","","test_api_all","","","","GetRoomModeSettings2，新会控 317611","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:42 CST 2022","Fri Nov 25 11:10:42 CST 2022","150","","test_api_all","","","","获取录制配置，关闭录制","请求方法是 GET，请求url是 /api/meeting/record/config,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:27 CST 2022","Fri Nov 25 11:12:28 CST 2022","146","","test_api_all","","","","主键id与type不匹配，修改失败","请求方法是 PUT，请求url是 /security/meeting/data/${id0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:32 CST 2022","Fri Nov 25 11:10:32 CST 2022","144","","test_api_all","","","","获取会议模板","请求方法是 GET，请求url是 /api/meetings/templates,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:06 CST 2022","Fri Nov 25 11:10:07 CST 2022","1104","","test_api_all","","","","注册海外手机号，注册成功","请求方法是 POST，请求url是 /open/customer,请求头是 {""content-type"":""application/json""}"
"skipped","Fri Nov 25 11:12:34 CST 2022","Fri Nov 25 11:12:34 CST 2022","13","","test_api_all","","","","keycode过期新增部门","请求方法是 POST，请求url是 /companies/departments,请求头是 {""content-type"":""application/json"",""Key-Code"":""9d4c2f7a7c0d7f0754e03578f578b29c33a07e620939b7bdf4e983c5f9ce2b4e560b7190000376090cbe02ab70304e38a0dbad04c05d42b4d64494fd4915486fe421d1f1d441816b5922bcbf35b20ddc""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","2","","test_api_all","","","","GetRoomModeSettings2，默认培训-新培训316363","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:31 CST 2022","Fri Nov 25 11:12:31 CST 2022","0","","test_api_all","","","","FindTerminal服务","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:10:48 CST 2022","Fri Nov 25 11:10:48 CST 2022","0","","test_api_all","","","","3",""
"passed","Fri Nov 25 11:10:13 CST 2022","Fri Nov 25 11:10:13 CST 2022","172","","test_api_all","","","","注销大陆手机号用户","请求方法是 DELETE，请求url是 /api/v1/customer,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token3}""}"
"passed","Fri Nov 25 11:10:14 CST 2022","Fri Nov 25 11:10:14 CST 2022","136","","test_api_all","","","","部门名称包含特殊字符，新增部门失败","请求方法是 POST，请求url是 /api/customer/departments,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:41 CST 2022","Fri Nov 25 11:10:41 CST 2022","132","","test_api_all","","","","历史会议换页数查询，查询成功","请求方法是 GET，请求url是 /api/meeting/logs?searchType=0&page=1&size=200,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:16 CST 2022","Fri Nov 25 11:10:16 CST 2022","1","","test_api_all","","","","测试1",""
"passed","Fri Nov 25 11:10:30 CST 2022","Fri Nov 25 11:10:30 CST 2022","211","","test_api_all","","","","会议加入限制为“参会人登录账号可加入""，新增成功","请求方法是 POST，请求url是 /api/meetings,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","137","","test_api_all","","","","GetRoomModeSettings2，自定义-白板 316247","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，新预约讨论316321 ","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认培训-历史自定义无 316271","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:33 CST 2022","Fri Nov 25 11:10:33 CST 2022","122","","test_api_all","","","","邀请码获取，信息返回正确","请求方法是 GET，请求url是 /api/meetings/335229/invitation,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:33 CST 2022","Fri Nov 25 11:12:33 CST 2022","0","","test_api_all","","","","room服务_会控,注册用户获取会控地址","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:12:33 CST 2022","Fri Nov 25 11:12:33 CST 2022","142","","test_api_all","","","","record服务_传参开启入会自动录制，完整录制，视频和数据等比裁剪显示，分辨率1920*1080","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:52 CST 2022","Fri Nov 25 11:10:52 CST 2022","184","","test_api_all","","","","32位密码","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:21 CST 2022","Fri Nov 25 11:10:21 CST 2022","0","","test_api_all","","","","修改绑定邮箱，获取验证图片","请求方法是 GET，请求url是 /open/image/verification?data=testpy@hst.com&type=rebind,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:28 CST 2022","Fri Nov 25 11:12:28 CST 2022","138","","test_api_all","","","","删除会议数据，删除成功","请求方法是 DELETE，请求url是 /security/meeting/data/${id0},请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:32 CST 2022","Fri Nov 25 11:12:32 CST 2022","128","","test_api_all","","","","record服务_enableServerRecord字段（写死）","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","默认会控-培训316797","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","1","","test_api_all","","","","GetRoomModeSettings2，默认会控-历史培训316253","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:33 CST 2022","Fri Nov 25 11:10:33 CST 2022","135","","test_api_all","","","","更新邀请码为永久，更新成功","请求方法是 PUT，请求url是 /api/meetings/317929/invitation,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:30 CST 2022","Fri Nov 25 11:10:30 CST 2022","193","","test_api_all","","","","会议加入限制为“匿名用户登录""，新增成功","请求方法是 POST，请求url是 /api/meetings,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:27 CST 2022","Fri Nov 25 11:12:27 CST 2022","126","","test_api_all","","","","jsonvalue为空，修改失败","请求方法是 PUT，请求url是 /security/meeting/data/${id1},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，新会控 317149 ","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:11 CST 2022","Fri Nov 25 11:10:11 CST 2022","140","","test_api_all","","","","海外手机验证码登录","请求方法是 POST，请求url是 /oauth2/token,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""Basic aDUtY2xpZW50OjczNzlkYjFhLWUxNzMtNGM4ZS04OTVkLTNiNGMzOTMzOWU1OA==""}"
"passed","Fri Nov 25 11:10:05 CST 2022","Fri Nov 25 11:10:06 CST 2022","509","","test_api_all","","","","登录dal服务器，从log获取验证验证码接口所需的code","请求方法是 None，请求url是 None,请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","1","","test_api_all","","","","GetRoomModeSettings2，默认培训-历史会控316267","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:13 CST 2022","Fri Nov 25 11:10:14 CST 2022","151","","test_api_all","","","","查询客户","请求方法是 GET，请求url是 /api/customer/users,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:47 CST 2022","Fri Nov 25 11:10:47 CST 2022","0","","test_api_all","","","","终端序列号已激活端口服务已过期，终端续费4K产品生效成功","请求方法是 POST，请求url是 /api/v1/terminal/product/effect,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:17 CST 2022","Fri Nov 25 11:10:17 CST 2022","161","","test_api_all","","","","修改client，修改成功","请求方法是 PUT，请求url是 /api/developer/clients/${clientid},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:11:00 CST 2022","Fri Nov 25 11:11:00 CST 2022","154","","test_api_all","","","","手机号格式错误，修改失败","请求方法是 PUT，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:20 CST 2022","Fri Nov 25 11:10:20 CST 2022","127","","test_api_all","","","","验证坐标点，发送短信验证码","请求方法是 POST，请求url是 /open/image/verification,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:27 CST 2022","Fri Nov 25 11:10:27 CST 2022","226","","test_api_all","","","","验证坐标点","请求方法是 POST，请求url是 /open/image/verification,请求头是 {""content-type"":""application/json""}"
"passed","Fri Nov 25 11:12:32 CST 2022","Fri Nov 25 11:12:32 CST 2022","148","","test_api_all","","","","record服务_剩余存储少于100M返回不允许返回录制文件","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:45 CST 2022","Fri Nov 25 11:10:46 CST 2022","167","","test_api_all","","","","终端序列号为空，修改失败","请求方法是 PATCH，请求url是 /api/v1/terminal,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:09 CST 2022","Fri Nov 25 11:10:10 CST 2022","561","","test_api_all","","","","登录dal服务器，从log获取验证坐标点接口所需的data","请求方法是 None，请求url是 None,请求头是 {}"
"passed","Fri Nov 25 11:10:19 CST 2022","Fri Nov 25 11:10:19 CST 2022","136","","test_api_all","","","","修改密码成功","请求方法是 PATCH，请求url是 /api/v1/users/profile/password,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，新培训 316313 ","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:04 CST 2022","Fri Nov 25 11:10:05 CST 2022","254","","test_api_all","","","","获取验证图片，获取id","请求方法是 GET，请求url是 /open/image/verification?data=%2B33644631731&type=register,请求头是 {""content-type"":""application/x-www-form-urlencoded""}"
"passed","Fri Nov 25 11:10:28 CST 2022","Fri Nov 25 11:10:28 CST 2022","124","","test_api_all","","","","会议名称为空，新增失败","请求方法是 POST，请求url是 /api/meetings,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认会控-历史 自定义-无昵称远程 316261 ","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:10:42 CST 2022","Fri Nov 25 11:10:42 CST 2022","0","","test_api_all","","","","获取在线的授权用户","请求方法是 GET，请求url是 /api/meetings/onlines/317823/users,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:28 CST 2022","Fri Nov 25 11:10:28 CST 2022","157","","test_api_all","","","","启用会议密码，长度小于6位，新增失败","请求方法是 POST，请求url是 /api/meetings,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:33 CST 2022","Fri Nov 25 11:12:33 CST 2022","144","","test_api_all","","","","record服务_传参自定义入会自动录制时间，完整录制（有主讲），视频和数据等比完整显示","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:54 CST 2022","Fri Nov 25 11:10:54 CST 2022","166","","test_api_all","","","","名称查询用户","请求方法是 GET，请求url是 /api/customer/users?searchType=1&searchValue=test手机号,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:11:00 CST 2022","Fri Nov 25 11:11:00 CST 2022","138","","test_api_all","","","","手机号为空，修改失败","请求方法是 PUT，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:09 CST 2022","Fri Nov 25 11:10:09 CST 2022","144","","test_api_all","","","","大陆手机验证码登录","请求方法是 POST，请求url是 /oauth2/token,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""Basic aDUtY2xpZW50OjczNzlkYjFhLWUxNzMtNGM4ZS04OTVkLTNiNGMzOTMzOWU1OA==""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认培训-新讨论316365","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:38 CST 2022","Fri Nov 25 11:10:38 CST 2022","174","","test_api_all","","","","换页数查询会议授权信息，查询成功","请求方法是 GET，请求url是 /api/meetings/335237/authorizations?id=335237&userRight=&page=1&size=200,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:25 CST 2022","Fri Nov 25 11:12:25 CST 2022","141","","test_api_all","","","","新增快速签到数据，新增成功","请求方法是 POST，请求url是 /security/meeting/data,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:40 CST 2022","Fri Nov 25 11:10:41 CST 2022","160","","test_api_all","","","","历史会议查询，查询成功","请求方法是 GET，请求url是 /api/meeting/logs?searchType=0&page=1&size=10,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:26 CST 2022","Fri Nov 25 11:12:26 CST 2022","127","","test_api_all","","","","查询会议室本地轮巡的数据","请求方法是 GET，请求url是 /security/meeting/data?type=0&roomId=317823,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","1","","test_api_all","","","","GetRoomModeSettings2，默认讨论-新新自定义全316377","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:37 CST 2022","Fri Nov 25 11:10:37 CST 2022","159","","test_api_all","","","","查询会议授权的参会人信息，查询成功","请求方法是 GET，请求url是 /api/meetings/335237/authorizations?id=335237&userRight=0&page=1&size=10,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:21 CST 2022","Fri Nov 25 11:12:21 CST 2022","0","","test_api_all","","","","2",""
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认讨论-自录制文件316575","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:48 CST 2022","Fri Nov 25 11:10:48 CST 2022","189","","test_api_all","","","","预置数据：查询根部门id","请求方法是 GET，请求url是 /api/customer/departments,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:50 CST 2022","Fri Nov 25 11:10:50 CST 2022","136","","test_api_all","","","","添加无效身份，添加失败","请求方法是 POST，请求url是 /api/customer/user,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:33 CST 2022","Fri Nov 25 11:12:33 CST 2022","175","","test_api_all","","","","record服务","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:28 CST 2022","Fri Nov 25 11:12:28 CST 2022","0","","test_api_all","","","","VerifyRoomUser3服务注册用户","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:12:21 CST 2022","Fri Nov 25 11:12:21 CST 2022","27","","test_api_all","","","","3","数据库连接信息：ssh_address None，host 192.168.5.69"
"passed","Fri Nov 25 11:11:04 CST 2022","Fri Nov 25 11:11:04 CST 2022","150","","test_api_all","","","","导入非excel格式，导入失败","请求方法是 POST，请求url是 /api/customer/import,请求头是 {""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:33 CST 2022","Fri Nov 25 11:12:33 CST 2022","1","","test_api_all","","","","room服务_会控,注册用户会议管理员获取会控地址","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:34 CST 2022","Fri Nov 25 11:12:34 CST 2022","7","","test_api_all","","","","没有父ID新增部门","请求方法是 POST，请求url是 /companies/departments,请求头是 {""content-type"":""application/json"",""Key-Code"":""${Key-Code}""}"
"passed","Fri Nov 25 11:10:32 CST 2022","Fri Nov 25 11:10:32 CST 2022","132","","test_api_all","","","","会议信息查看","请求方法是 GET，请求url是 /api/meetings/335239/overview,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:48 CST 2022","Fri Nov 25 11:10:48 CST 2022","148","","test_api_all","","","","预置数据：部门名称合法，新增部门成功","请求方法是 POST，请求url是 /api/customer/departments,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:12:20 CST 2022","Fri Nov 25 11:12:20 CST 2022","168","","test_api_all","","","","查询产品概要信息","请求方法是 GET，请求url是 /api/product/summary,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:19 CST 2022","Fri Nov 25 11:10:19 CST 2022","150","","test_api_all","","","","修改密码成功","请求方法是 PATCH，请求url是 /api/v1/users/profile/password,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:53 CST 2022","Fri Nov 25 11:10:53 CST 2022","151","","test_api_all","","","","查询指定账号用户","请求方法是 GET，请求url是 /api/customer/users?searchType=0&searchValue=testemail001@hst.com,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:39 CST 2022","Fri Nov 25 11:10:39 CST 2022","133","","test_api_all","","","","授权其他企业用户","请求方法是 POST，请求url是 /api/meetings/948947/authorizations/excel,请求头是 {""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:02 CST 2022","Fri Nov 25 11:10:03 CST 2022","565","","test_api_all","","","","登录dal服务器，从log获取验证验证码接口所需的code","请求方法是 None，请求url是 None,请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","1","","test_api_all","","","","GetRoomModeSettings2，默认培训-新会控316367","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:21 CST 2022","Fri Nov 25 11:10:21 CST 2022","133","","test_api_all","","","","验证短信验证码","请求方法是 GET，请求url是 /open/verification/${ID}?code=${code},请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:55 CST 2022","Fri Nov 25 11:10:55 CST 2022","134","","test_api_all","","","","查询用户详情","请求方法是 GET，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:11:02 CST 2022","Fri Nov 25 11:11:02 CST 2022","213","","test_api_all","","","","下载导入模板成功","请求方法是 GET，请求url是 /api/customer/template,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:11:02 CST 2022","Fri Nov 25 11:11:03 CST 2022","150","","test_api_all","","","","用户名格式错误，导入失败","请求方法是 POST，请求url是 /api/customer/import,请求头是 {""Authorization"":""bearer ${access_token}""}"
"passed","Fri Nov 25 11:10:58 CST 2022","Fri Nov 25 11:10:59 CST 2022","125","","test_api_all","","","","昵称大于32位，添加失败","请求方法是 PUT，请求url是 /api/customer/users/${userId0},请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认讨论-培训316585","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:41 CST 2022","Fri Nov 25 11:10:41 CST 2022","206","","test_api_all","","","","导出会议日志，导出成功","请求方法是 GET，请求url是 /api/meeting/logs/${logid}/details/excel,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:33 CST 2022","Fri Nov 25 11:12:33 CST 2022","2","","test_api_all","","","","room服务_会控,注册用户参会人获取会控地址","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","5","","test_api_all","","","","GetRoomModeSettings2，默认会控-历史会控316103","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:38 CST 2022","Fri Nov 25 11:10:38 CST 2022","158","","test_api_all","","","","查询会议指定部门的授权信息，查询成功","请求方法是 GET，请求url是 /api/meetings/335237/authorizations?id=335237&userRight=&page=1&size=10&departmentId=557091,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:10:47 CST 2022","Fri Nov 25 11:10:47 CST 2022","0","","test_api_all","","","","终端序列号已激活4K已过期，终端续费4K产品生效成功","请求方法是 POST，请求url是 /api/v1/terminal/product/effect,请求头是 {""content-type"":""application/json"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","默认会控-会控316795","请求方法是 ICE，请求url是 ',请求头是 {}"
"passed","Fri Nov 25 11:10:32 CST 2022","Fri Nov 25 11:10:32 CST 2022","179","","test_api_all","","","","换每页数查询成功","请求方法是 GET，请求url是 /api/meetings?page=1&size=200,请求头是 {""content-type"":""application/x-www-form-urlencoded"",""Authorization"":""bearer ${access_token}""}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","1","","test_api_all","","","","GetRoomModeSettings2，新讨论316311","请求方法是 ICE，请求url是 ',请求头是 {}"
"skipped","Fri Nov 25 11:12:30 CST 2022","Fri Nov 25 11:12:30 CST 2022","0","","test_api_all","","","","GetRoomModeSettings2，默认会控-新1000000043","请求方法是 ICE，请求url是 ',请求头是 {}"
